   Compiling busel-burn v0.1.0 (/home/sehaxe/busel-ai/burn_migration)
warning: function `col_norm_fused` is never used
  --> src/cube/mod.rs:20:8
   |
20 | pub fn col_norm_fused<B: burn::tensor::backend::Backend, const D: usize>(
   |        ^^^^^^^^^^^^^^
   |
   = note: `#[warn(dead_code)]` (part of `#[warn(unused)]`) on by default

warning: `busel-burn` (bin "busel-burn") generated 1 warning
    Finished `release` profile [optimized] target(s) in 4m 09s
     Running `target/release/busel-burn vorobey --bs 256 --cs 256 --steps 2594 --clip 1.0`
[busel-burn] tui-full requires a terminal — running without TUI
[tr] step 850/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 851/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 852/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 853/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 854/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 855/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 856/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 857/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 858/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 859/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 860/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 861/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 862/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 863/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 864/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 865/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 866/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 867/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 868/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 869/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 870/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 871/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 872/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 873/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 874/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 875/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 876/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 877/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 878/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 879/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 880/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 881/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 882/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 883/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 884/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 885/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 886/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 887/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 888/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 889/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 890/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 891/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 892/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 893/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 894/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 895/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 896/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 897/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 898/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 899/2594 loss 8.6250000000 lr 0.0030000000
[tm] step 900 avg 424.0ms/step
[tr] step 900/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 901/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 902/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 903/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 904/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 905/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 906/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 907/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 908/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 909/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 910/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 911/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 912/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 913/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 914/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 915/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 916/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 917/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 918/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 919/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 920/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 921/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 922/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 923/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 924/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 925/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 926/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 927/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 928/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 929/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 930/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 931/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 932/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 933/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 934/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 935/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 936/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 937/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 938/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 939/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 940/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 941/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 942/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 943/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 944/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 945/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 946/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 947/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 948/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 949/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 950/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 951/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 952/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 953/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 954/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 955/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 956/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 957/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 958/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 959/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 960/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 961/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 962/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 963/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 964/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 965/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 966/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 967/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 968/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 969/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 970/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 971/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 972/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 973/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 974/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 975/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 976/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 977/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 978/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 979/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 980/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 981/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 982/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 983/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 984/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 985/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 986/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 987/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 988/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 989/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 990/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 991/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 992/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 993/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 994/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 995/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 996/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 997/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 998/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 999/2594 loss 8.5625000000 lr 0.0030000000
[tm] step 1000 avg 530.1ms/step
[tr] step 1000/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1001/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1002/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1003/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1004/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 1005/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1006/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1007/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1008/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1009/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1010/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1011/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 1012/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1013/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1014/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1015/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1016/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1017/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1018/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1019/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1020/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1021/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1022/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1023/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 1024/2594 loss 8.3125000000 lr 0.0030000000
[tr] step 1025/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1026/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1027/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1028/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1029/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 1030/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1031/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 1032/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1033/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1034/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1035/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1036/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1037/2594 loss 8.2500000000 lr 0.0030000000
[tr] step 1038/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1039/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1040/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 1041/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1042/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1043/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1044/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1045/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1046/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 1047/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 1048/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 1049/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1050/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 1051/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1052/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1053/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 1054/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1055/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 1056/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1057/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1058/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 1059/2594 loss 8.3125000000 lr 0.0030000000
[tr] step 1060/2594 loss 8.3125000000 lr 0.0030000000
[tr] step 1061/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1062/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 1063/2594 loss 8.5000000000 lr 0.0030000000
